edge_id,source_strut_id,defect_class,k,neighbor_edge_ids,neighbor_defect_classes,neighbor_distances_mm,missing_neighbor_count,broken_neighbor_count,thin_neighbor_count
E_N005548_N005557,9838,missing,5,"[""E_N004414_N005557"",""E_N005551_N005557"",""E_N005548_N006691"",""E_N004417_N005557"",""E_N005551_N006691""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2800000000000002,2.280000000000001,3.224406922210655,3.2244069222106577]",5,0,0
E_N005548_N005557,9838,missing,10,"[""E_N004414_N005557"",""E_N005551_N005557"",""E_N005548_N006691"",""E_N004417_N005557"",""E_N005551_N006691"",""E_N004414_N004423"",""E_N005551_N005571"",""E_N006682_N006691"",""E_N004417_N004423"",""E_N004417_N005571""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2800000000000002,2.280000000000001,3.224406922210655,3.2244069222106577,4.559999999999999,4.56,4.560000000000002,5.098234988699519,5.098234988699519]",10,0,0
E_N005548_N006691,11853,missing,1,"[""E_N005551_N006691""]","[""missing""]",[2.2800000000000002],1,0,0
E_N005548_N006691,11853,missing,3,"[""E_N005551_N006691"",""E_N005548_N005557"",""E_N006682_N006691""]","[""missing"",""missing"",""missing""]","[2.2800000000000002,2.280000000000001,2.280000000000001]",3,0,0
E_N005548_N006691,11853,missing,5,"[""E_N005551_N006691"",""E_N005548_N005557"",""E_N006682_N006691"",""E_N005551_N005557"",""E_N006685_N006691""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106577,3.2244069222106577]",5,0,0
E_N005548_N006691,11853,missing,10,"[""E_N005551_N006691"",""E_N005548_N005557"",""E_N006682_N006691"",""E_N005551_N005557"",""E_N006685_N006691"",""E_N004414_N005557"",""E_N005551_N006705"",""E_N006682_N007825"",""E_N004417_N005557"",""E_N005551_N005571""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106577,3.2244069222106577,4.559999999999999,4.56,4.560000000000002,5.098234988699519,5.098234988699521]",10,0,0
E_N005551_N005557,9839,missing,1,"[""E_N004417_N005557""]","[""missing""]",[2.2799999999999976],1,0,0
E_N005551_N005557,9839,missing,3,"[""E_N004417_N005557"",""E_N005551_N005571"",""E_N005548_N005557""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999994,2.2800000000000002]",3,0,0
E_N005551_N005557,9839,missing,5,"[""E_N004417_N005557"",""E_N005551_N005571"",""E_N005548_N005557"",""E_N005551_N006691"",""E_N004417_N005571""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,3.224406922210654]",5,0,0
E_N005551_N005557,9839,missing,10,"[""E_N004417_N005557"",""E_N005551_N005571"",""E_N005548_N005557"",""E_N005551_N006691"",""E_N004417_N005571"",""E_N004414_N005557"",""E_N005551_N006705"",""E_N005548_N006691"",""E_N004417_N004423"",""E_N005565_N005571""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,3.224406922210654,3.224406922210655,3.2244069222106573,3.2244069222106577,4.559999999999999,4.56]",10,0,0
E_N005551_N005571,9866,missing,1,"[""E_N004417_N005571""]","[""missing""]",[2.2799999999999976],1,0,0
E_N005551_N005571,9866,missing,3,"[""E_N004417_N005571"",""E_N005551_N005557"",""E_N005565_N005571""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999994,2.2800000000000002]",3,0,0
E_N005551_N005571,9866,missing,5,"[""E_N004417_N005571"",""E_N005551_N005557"",""E_N005565_N005571"",""E_N005551_N006705"",""E_N004417_N005557""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,3.224406922210654]",5,0,0
E_N005551_N005571,9866,missing,10,"[""E_N004417_N005571"",""E_N005551_N005557"",""E_N005565_N005571"",""E_N005551_N006705"",""E_N004417_N005557"",""E_N004431_N005571"",""E_N005551_N006691"",""E_N005565_N006705"",""E_N004417_N004437"",""E_N005565_N005585""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,3.224406922210654,3.224406922210655,3.2244069222106573,3.2244069222106577,4.559999999999999,4.559999999999999]",10,0,0
E_N005551_N006691,11852,missing,1,"[""E_N005551_N006705""]","[""missing""]",[2.2799999999999994],1,0,0
E_N005551_N006691,11852,missing,3,"[""E_N005551_N006705"",""E_N005548_N006691"",""E_N005551_N005557""]","[""missing"",""missing"",""missing""]","[2.2799999999999994,2.2800000000000002,2.280000000000001]",3,0,0
E_N005551_N006691,11852,missing,5,"[""E_N005551_N006705"",""E_N005548_N006691"",""E_N005551_N005557"",""E_N006685_N006691"",""E_N005551_N005571""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106573]",5,0,0
E_N005551_N006691,11852,missing,10,"[""E_N005551_N006705"",""E_N005548_N006691"",""E_N005551_N005557"",""E_N006685_N006691"",""E_N005551_N005571"",""E_N006685_N006705"",""E_N005548_N005557"",""E_N006682_N006691"",""E_N004417_N005557"",""E_N005565_N006705""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106573,3.2244069222106573,3.2244069222106577,3.2244069222106577,4.559999999999999,4.56]",10,0,0
E_N005551_N006705,11881,missing,1,"[""E_N005551_N006691""]","[""missing""]",[2.2799999999999994],1,0,0
E_N005551_N006705,11881,missing,3,"[""E_N005551_N006691"",""E_N005565_N006705"",""E_N005551_N005571""]","[""missing"",""missing"",""missing""]","[2.2799999999999994,2.2800000000000002,2.280000000000001]",3,0,0
E_N005551_N006705,11881,missing,5,"[""E_N005551_N006691"",""E_N005565_N006705"",""E_N005551_N005571"",""E_N006685_N006705"",""E_N005551_N005557""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106573]",5,0,0
E_N005551_N006705,11881,missing,10,"[""E_N005551_N006691"",""E_N005565_N006705"",""E_N005551_N005571"",""E_N006685_N006705"",""E_N005551_N005557"",""E_N006685_N006691"",""E_N005565_N005571"",""E_N006699_N006705"",""E_N004417_N005571"",""E_N005565_N006719""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106573,3.2244069222106573,3.2244069222106577,3.2244069222106577,4.559999999999999,4.559999999999999]",10,0,0
E_N005565_N005571,9867,missing,1,"[""E_N004431_N005571""]","[""missing""]",[2.2799999999999976],1,0,0
E_N005565_N005571,9867,missing,3,"[""E_N004431_N005571"",""E_N005565_N005585"",""E_N005551_N005571""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.2800000000000002]",3,0,0
E_N005565_N005571,9867,missing,5,"[""E_N004431_N005571"",""E_N005565_N005585"",""E_N005551_N005571"",""E_N005565_N006705"",""E_N004431_N005585""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.2800000000000002,2.280000000000001,3.2244069222106537]",5,0,0
E_N005565_N005571,9867,missing,10,"[""E_N004431_N005571"",""E_N005565_N005585"",""E_N005551_N005571"",""E_N005565_N006705"",""E_N004431_N005585"",""E_N004417_N005571"",""E_N005565_N006719"",""E_N005551_N006705"",""E_N004431_N004437"",""E_N005551_N005557""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.2800000000000002,2.280000000000001,3.2244069222106537,3.224406922210655,3.2244069222106564,3.2244069222106577,4.559999999999999,4.56]",10,0,0
E_N005565_N005585,9894,missing,1,"[""E_N004431_N005585""]","[""missing""]",[2.2799999999999976],1,0,0
E_N005565_N005585,9894,missing,3,"[""E_N004431_N005585"",""E_N005565_N005571"",""E_N005565_N006719""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.280000000000001]",3,0,0
E_N005565_N005585,9894,missing,5,"[""E_N004431_N005585"",""E_N005565_N005571"",""E_N005565_N006719"",""E_N005579_N005585"",""E_N004431_N005571""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.280000000000001,2.280000000000001,3.2244069222106537]",5,0,0
E_N005565_N005585,9894,missing,10,"[""E_N004431_N005585"",""E_N005565_N005571"",""E_N005565_N006719"",""E_N005579_N005585"",""E_N004431_N005571"",""E_N004445_N005585"",""E_N005565_N006705"",""E_N005579_N006719"",""E_N004431_N004451"",""E_N005551_N005571""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.280000000000001,2.280000000000001,3.2244069222106537,3.2244069222106555,3.2244069222106564,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N005565_N006705,11880,missing,1,"[""E_N005565_N006719""]","[""missing""]",[2.2799999999999985],1,0,0
E_N005565_N006705,11880,missing,3,"[""E_N005565_N006719"",""E_N005551_N006705"",""E_N005565_N005571""]","[""missing"",""missing"",""missing""]","[2.2799999999999985,2.2800000000000002,2.280000000000001]",3,0,0
E_N005565_N006705,11880,missing,5,"[""E_N005565_N006719"",""E_N005551_N006705"",""E_N005565_N005571"",""E_N006699_N006705"",""E_N005565_N005585""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999985,2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106564]",5,0,0
E_N005565_N006705,11880,missing,10,"[""E_N005565_N006719"",""E_N005551_N006705"",""E_N005565_N005571"",""E_N006699_N006705"",""E_N005565_N005585"",""E_N006699_N006719"",""E_N005551_N005571"",""E_N006685_N006705"",""E_N004431_N005571"",""E_N005551_N006691""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999985,2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106564,3.2244069222106564,3.2244069222106577,3.2244069222106577,4.559999999999999,4.56]",10,0,0
E_N005565_N006719,11909,missing,1,"[""E_N005565_N006705""]","[""missing""]",[2.2799999999999985],1,0,0
E_N005565_N006719,11909,missing,3,"[""E_N005565_N006705"",""E_N005565_N005585"",""E_N005579_N006719""]","[""missing"",""missing"",""missing""]","[2.2799999999999985,2.280000000000001,2.280000000000001]",3,0,0
E_N005565_N006719,11909,missing,5,"[""E_N005565_N006705"",""E_N005565_N005585"",""E_N005579_N006719"",""E_N006699_N006719"",""E_N005565_N005571""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999985,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106564]",5,0,0
E_N005565_N006719,11909,missing,10,"[""E_N005565_N006705"",""E_N005565_N005585"",""E_N005579_N006719"",""E_N006699_N006719"",""E_N005565_N005571"",""E_N006699_N006705"",""E_N005579_N005585"",""E_N006713_N006719"",""E_N004431_N005585"",""E_N005551_N006705""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999985,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106564,3.2244069222106564,3.224406922210658,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N005579_N005585,9895,missing,1,"[""E_N004445_N005585""]","[""missing""]",[2.2799999999999976],1,0,0
E_N005579_N005585,9895,missing,3,"[""E_N004445_N005585"",""E_N005565_N005585"",""E_N005579_N005599""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001]",3,0,0
E_N005579_N005585,9895,missing,5,"[""E_N004445_N005585"",""E_N005565_N005585"",""E_N005579_N005599"",""E_N005579_N006719"",""E_N004431_N005585""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555]",5,0,0
E_N005579_N005585,9895,missing,10,"[""E_N004445_N005585"",""E_N005565_N005585"",""E_N005579_N005599"",""E_N005579_N006719"",""E_N004431_N005585"",""E_N004445_N005599"",""E_N005565_N006719"",""E_N005579_N006733"",""E_N004445_N004451"",""E_N005593_N005599""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555,3.2244069222106555,3.224406922210658,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N005579_N005599,9922,missing,1,"[""E_N004445_N005599""]","[""missing""]",[2.2799999999999976],1,0,0
E_N005579_N005599,9922,missing,3,"[""E_N004445_N005599"",""E_N005593_N005599"",""E_N005579_N005585""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999976,2.280000000000001]",3,0,0
E_N005579_N005599,9922,missing,5,"[""E_N004445_N005599"",""E_N005593_N005599"",""E_N005579_N005585"",""E_N005579_N006733"",""E_N004459_N005599""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,3.2244069222106533]",5,0,0
E_N005579_N005599,9922,missing,10,"[""E_N004445_N005599"",""E_N005593_N005599"",""E_N005579_N005585"",""E_N005579_N006733"",""E_N004459_N005599"",""E_N004445_N005585"",""E_N005593_N006733"",""E_N005579_N006719"",""E_N004445_N004465"",""E_N005593_N005613""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,3.2244069222106533,3.2244069222106555,3.2244069222106555,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N005579_N006719,11908,missing,1,"[""E_N005565_N006719""]","[""missing""]",[2.280000000000001],1,0,0
E_N005579_N006719,11908,missing,3,"[""E_N005565_N006719"",""E_N005579_N005585"",""E_N005579_N006733""]","[""missing"",""missing"",""missing""]","[2.280000000000001,2.280000000000001,2.280000000000001]",3,0,0
E_N005579_N006719,11908,missing,5,"[""E_N005565_N006719"",""E_N005579_N005585"",""E_N005579_N006733"",""E_N006713_N006719"",""E_N005565_N005585""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,3.224406922210658]",5,0,0
E_N005579_N006719,11908,missing,10,"[""E_N005565_N006719"",""E_N005579_N005585"",""E_N005579_N006733"",""E_N006713_N006719"",""E_N005565_N005585"",""E_N005579_N005599"",""E_N006699_N006719"",""E_N006713_N006733"",""E_N004445_N005585"",""E_N005593_N006733""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,3.224406922210658,3.224406922210658,3.224406922210658,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N005579_N006733,11937,missing,1,"[""E_N005593_N006733""]","[""missing""]",[2.2799999999999976],1,0,0
E_N005579_N006733,11937,missing,3,"[""E_N005593_N006733"",""E_N005579_N005599"",""E_N005579_N006719""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001]",3,0,0
E_N005579_N006733,11937,missing,5,"[""E_N005593_N006733"",""E_N005579_N005599"",""E_N005579_N006719"",""E_N006713_N006733"",""E_N005593_N005599""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555]",5,0,0
E_N005579_N006733,11937,missing,10,"[""E_N005593_N006733"",""E_N005579_N005599"",""E_N005579_N006719"",""E_N006713_N006733"",""E_N005593_N005599"",""E_N006727_N006733"",""E_N005579_N005585"",""E_N006713_N006719"",""E_N004445_N005599"",""E_N005593_N006747""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555,3.2244069222106555,3.224406922210658,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N005593_N005599,9923,missing,1,"[""E_N004459_N005599""]","[""missing""]",[2.2799999999999976],1,0,0
E_N005593_N005599,9923,missing,3,"[""E_N004459_N005599"",""E_N005579_N005599"",""E_N005593_N005613""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999976,2.280000000000001]",3,0,0
E_N005593_N005599,9923,missing,5,"[""E_N004459_N005599"",""E_N005579_N005599"",""E_N005593_N005613"",""E_N005593_N006733"",""E_N004445_N005599""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,3.2244069222106533]",5,0,0
E_N005593_N005599,9923,missing,10,"[""E_N004459_N005599"",""E_N005579_N005599"",""E_N005593_N005613"",""E_N005593_N006733"",""E_N004445_N005599"",""E_N004459_N005613"",""E_N005579_N006733"",""E_N005593_N006747"",""E_N004459_N004465"",""E_N005579_N005585""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,3.2244069222106533,3.2244069222106555,3.2244069222106555,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N005593_N005613,9950,missing,1,"[""E_N004459_N005613""]","[""missing""]",[2.2799999999999976],1,0,0
E_N005593_N005613,9950,missing,3,"[""E_N004459_N005613"",""E_N005607_N005613"",""E_N005593_N005599""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999976,2.280000000000001]",3,0,0
E_N005593_N005613,9950,missing,5,"[""E_N004459_N005613"",""E_N005607_N005613"",""E_N005593_N005599"",""E_N005593_N006747"",""E_N004473_N005613""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,3.2244069222106533]",5,0,0
E_N005593_N005613,9950,missing,10,"[""E_N004459_N005613"",""E_N005607_N005613"",""E_N005593_N005599"",""E_N005593_N006747"",""E_N004473_N005613"",""E_N004459_N005599"",""E_N005607_N006747"",""E_N005593_N006733"",""E_N004459_N004479"",""E_N005579_N005599""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,3.2244069222106533,3.2244069222106555,3.2244069222106555,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N005593_N006733,11936,missing,1,"[""E_N005579_N006733""]","[""missing""]",[2.2799999999999976],1,0,0
E_N005593_N006733,11936,missing,3,"[""E_N005579_N006733"",""E_N005593_N005599"",""E_N005593_N006747""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001]",3,0,0
E_N005593_N006733,11936,missing,5,"[""E_N005579_N006733"",""E_N005593_N005599"",""E_N005593_N006747"",""E_N006727_N006733"",""E_N005579_N005599""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555]",5,0,0
E_N005593_N006733,11936,missing,10,"[""E_N005579_N006733"",""E_N005593_N005599"",""E_N005593_N006747"",""E_N006727_N006733"",""E_N005579_N005599"",""E_N006713_N006733"",""E_N005593_N005613"",""E_N006727_N006747"",""E_N004459_N005599"",""E_N005579_N006719""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555,3.2244069222106555,3.224406922210658,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N005593_N006747,11965,missing,1,"[""E_N005607_N006747""]","[""missing""]",[2.2799999999999976],1,0,0
E_N005593_N006747,11965,missing,3,"[""E_N005607_N006747"",""E_N005593_N005613"",""E_N005593_N006733""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001]",3,0,0
E_N005593_N006747,11965,missing,5,"[""E_N005607_N006747"",""E_N005593_N005613"",""E_N005593_N006733"",""E_N006727_N006747"",""E_N005607_N005613""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555]",5,0,0
E_N005593_N006747,11965,missing,10,"[""E_N005607_N006747"",""E_N005593_N005613"",""E_N005593_N006733"",""E_N006727_N006747"",""E_N005607_N005613"",""E_N006741_N006747"",""E_N005593_N005599"",""E_N006727_N006733"",""E_N004459_N005613"",""E_N005579_N006733""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555,3.2244069222106555,3.224406922210658,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N005607_N005613,9951,missing,1,"[""E_N004473_N005613""]","[""missing""]",[2.2799999999999976],1,0,0
E_N005607_N005613,9951,missing,3,"[""E_N004473_N005613"",""E_N005593_N005613"",""E_N005607_N005627""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999976,2.280000000000001]",3,0,0
E_N005607_N005613,9951,missing,5,"[""E_N004473_N005613"",""E_N005593_N005613"",""E_N005607_N005627"",""E_N005607_N006747"",""E_N004459_N005613""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,3.2244069222106533]",5,0,0
E_N005607_N005613,9951,missing,10,"[""E_N004473_N005613"",""E_N005593_N005613"",""E_N005607_N005627"",""E_N005607_N006747"",""E_N004459_N005613"",""E_N004473_N005627"",""E_N005593_N006747"",""E_N005607_N006761"",""E_N004473_N004479"",""E_N005593_N005599""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,3.2244069222106533,3.2244069222106555,3.2244069222106555,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N005607_N005627,9978,missing,1,"[""E_N004473_N005627""]","[""missing""]",[2.2799999999999976],1,0,0
E_N005607_N005627,9978,missing,3,"[""E_N004473_N005627"",""E_N005607_N005613"",""E_N005607_N006761""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001]",3,0,0
E_N005607_N005627,9978,missing,5,"[""E_N004473_N005627"",""E_N005607_N005613"",""E_N005607_N006761"",""E_N005621_N005627"",""E_N004473_N005613""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555]",5,0,0
E_N005607_N005627,9978,missing,10,"[""E_N004473_N005627"",""E_N005607_N005613"",""E_N005607_N006761"",""E_N005621_N005627"",""E_N004473_N005613"",""E_N005607_N006747"",""E_N005621_N006761"",""E_N004473_N004493"",""E_N005593_N005613"",""E_N006741_N006761""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555,3.224406922210658,3.224406922210658,4.559999999999999,4.559999999999999,4.560000000000002]",10,0,0
E_N005607_N006747,11964,missing,1,"[""E_N005593_N006747""]","[""missing""]",[2.2799999999999976],1,0,0
E_N005607_N006747,11964,missing,3,"[""E_N005593_N006747"",""E_N005607_N005613"",""E_N005607_N006761""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001]",3,0,0
E_N005607_N006747,11964,missing,5,"[""E_N005593_N006747"",""E_N005607_N005613"",""E_N005607_N006761"",""E_N006741_N006747"",""E_N005593_N005613""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555]",5,0,0
E_N005607_N006747,11964,missing,10,"[""E_N005593_N006747"",""E_N005607_N005613"",""E_N005607_N006761"",""E_N006741_N006747"",""E_N005593_N005613"",""E_N006727_N006747"",""E_N005607_N005627"",""E_N006741_N006761"",""E_N004473_N005613"",""E_N005593_N006733""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555,3.2244069222106555,3.224406922210658,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N005607_N006761,11993,missing,1,"[""E_N005607_N005627""]","[""missing""]",[2.280000000000001],1,0,0
E_N005607_N006761,11993,missing,3,"[""E_N005607_N005627"",""E_N005607_N006747"",""E_N005621_N006761""]","[""missing"",""missing"",""missing""]","[2.280000000000001,2.280000000000001,2.280000000000001]",3,0,0
E_N005607_N006761,11993,missing,5,"[""E_N005607_N005627"",""E_N005607_N006747"",""E_N005621_N006761"",""E_N006741_N006761"",""E_N005607_N005613""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,3.224406922210658]",5,0,0
E_N005607_N006761,11993,missing,10,"[""E_N005607_N005627"",""E_N005607_N006747"",""E_N005621_N006761"",""E_N006741_N006761"",""E_N005607_N005613"",""E_N005621_N005627"",""E_N006741_N006747"",""E_N006755_N006761"",""E_N004473_N005627"",""E_N005593_N006747""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,3.224406922210658,3.224406922210658,3.224406922210658,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N005621_N005627,9979,missing,1,"[""E_N005607_N005627""]","[""missing""]",[2.280000000000001],1,0,0
E_N005621_N005627,9979,missing,3,"[""E_N005607_N005627"",""E_N005621_N006761"",""E_N004473_N005627""]","[""missing"",""missing"",""missing""]","[2.280000000000001,2.280000000000001,3.2244069222106555]",3,0,0
E_N005621_N005627,9979,missing,5,"[""E_N005607_N005627"",""E_N005621_N006761"",""E_N004473_N005627"",""E_N005607_N006761"",""E_N005607_N005613""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.280000000000001,2.280000000000001,3.2244069222106555,3.224406922210658,4.560000000000002]",5,0,0
E_N005621_N005627,9979,missing,10,"[""E_N005607_N005627"",""E_N005621_N006761"",""E_N004473_N005627"",""E_N005607_N006761"",""E_N005607_N005613"",""E_N006755_N006761"",""E_N004473_N004493"",""E_N004473_N005613"",""E_N005607_N006747"",""E_N006741_N006761""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.280000000000001,2.280000000000001,3.2244069222106555,3.224406922210658,4.560000000000002,4.560000000000002,5.098234988699519,5.098234988699521,5.098234988699523,5.098234988699523]",10,0,0
E_N005621_N006761,11992,missing,1,"[""E_N005607_N006761""]","[""missing""]",[2.280000000000001],1,0,0
