edge_id,source_strut_id,source_class,k,neighbor_edge_ids,neighbor_categories,neighbor_distances_mm,present_neighbor_count,unintentional_missing_neighbor_count,unintentional_broken_neighbor_count,intentional_missing_neighbor_count,resolved_neighbor_count,unresolved_neighbor_count
E_N004459_N004479,7934,unintentional_missing,10,"[""E_N004463_N004479"",""E_N004459_N004463"",""E_N004459_N004474"",""E_N004474_N004479"",""E_N003325_N004479"",""E_N004473_N004479"",""E_N004459_N004465"",""E_N004459_N005613"",""E_N004463_N004474"",""E_N004477_N004479""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.792418306772821]",6,4,0,0,10,0
E_N004459_N005599,9920,unintentional_missing,1,"[""E_N004460_N005599""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N004459_N005599,9920,unintentional_missing,3,"[""E_N004460_N005599"",""E_N004459_N004460"",""E_N004459_N005597""]","[""present"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N004459_N005599,9920,unintentional_missing,5,"[""E_N004460_N005599"",""E_N004459_N004460"",""E_N004459_N005597"",""E_N005597_N005599"",""E_N004445_N005599""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N004459_N005599,9920,unintentional_missing,10,"[""E_N004460_N005599"",""E_N004459_N004460"",""E_N004459_N005597"",""E_N005597_N005599"",""E_N004445_N005599"",""E_N005593_N005599"",""E_N004459_N004465"",""E_N004459_N005613"",""E_N004460_N005597"",""E_N005594_N005599""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728205]",6,4,0,0,10,0
E_N004459_N005613,9949,unintentional_missing,1,"[""E_N004459_N004474""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N004459_N005613,9949,unintentional_missing,3,"[""E_N004459_N004474"",""E_N004459_N005597"",""E_N004474_N005613""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N004459_N005613,9949,unintentional_missing,5,"[""E_N004459_N004474"",""E_N004459_N005597"",""E_N004474_N005613"",""E_N005597_N005613"",""E_N004473_N005613""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N004459_N005613,9949,unintentional_missing,10,"[""E_N004459_N004474"",""E_N004459_N005597"",""E_N004474_N005613"",""E_N005597_N005613"",""E_N004473_N005613"",""E_N005593_N005613"",""E_N004459_N004479"",""E_N004459_N005599"",""E_N004474_N005597"",""E_N004473_N004474""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
E_N004473_N004479,7935,unintentional_missing,1,"[""E_N004474_N004479""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N004473_N004479,7935,unintentional_missing,3,"[""E_N004474_N004479"",""E_N004477_N004479"",""E_N004473_N004474""]","[""present"",""present"",""present""]","[1.6122034611053266,1.6122034611053278,1.612203461105329]",3,0,0,0,3,0
E_N004473_N004479,7935,unintentional_missing,5,"[""E_N004474_N004479"",""E_N004477_N004479"",""E_N004473_N004474"",""E_N004473_N004477"",""E_N003339_N004479""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.6122034611053278,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N004473_N004479,7935,unintentional_missing,10,"[""E_N004474_N004479"",""E_N004477_N004479"",""E_N004473_N004474"",""E_N004473_N004477"",""E_N003339_N004479"",""E_N004459_N004479"",""E_N004473_N004493"",""E_N004473_N005613"",""E_N004474_N004477"",""E_N003340_N004479""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053266,1.6122034611053278,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.79241830677282]",6,4,0,0,10,0
E_N004473_N004493,7962,unintentional_missing,1,"[""E_N004477_N004493""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N004473_N004493,7962,unintentional_missing,3,"[""E_N004477_N004493"",""E_N004473_N004477"",""E_N004473_N004488""]","[""present"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N004473_N004493,7962,unintentional_missing,5,"[""E_N004477_N004493"",""E_N004473_N004477"",""E_N004473_N004488"",""E_N004488_N004493"",""E_N003339_N004493""]","[""present"",""present"",""present"",""present"",""""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,0,0,0,4,1
E_N004473_N004493,7962,unintentional_missing,10,"[""E_N004477_N004493"",""E_N004473_N004477"",""E_N004473_N004488"",""E_N004488_N004493"",""E_N003339_N004493"",""E_N004473_N004479"",""E_N004473_N005627"",""E_N004477_N004488"",""E_N004487_N004493"",""E_N003339_N004477""]","[""present"",""present"",""present"",""present"","""",""unintentional_missing"",""unintentional_missing"",""present"","""",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,2,0,0,8,2
E_N004473_N005613,9948,unintentional_missing,1,"[""E_N004474_N005613""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N004473_N005613,9948,unintentional_missing,3,"[""E_N004474_N005613"",""E_N004473_N004474"",""E_N004473_N005611""]","[""present"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N004473_N005613,9948,unintentional_missing,5,"[""E_N004474_N005613"",""E_N004473_N004474"",""E_N004473_N005611"",""E_N005611_N005613"",""E_N004459_N005613""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N004473_N005613,9948,unintentional_missing,10,"[""E_N004474_N005613"",""E_N004473_N004474"",""E_N004473_N005611"",""E_N005611_N005613"",""E_N004459_N005613"",""E_N005607_N005613"",""E_N004473_N004479"",""E_N004473_N005627"",""E_N004474_N005611"",""E_N005608_N005613""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.79241830677282]",6,4,0,0,10,0
E_N004473_N005627,9977,unintentional_missing,1,"[""E_N004473_N004488""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N004473_N005627,9977,unintentional_missing,3,"[""E_N004473_N004488"",""E_N004473_N005611"",""E_N004488_N005627""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N004473_N005627,9977,unintentional_missing,5,"[""E_N004473_N004488"",""E_N004473_N005611"",""E_N004488_N005627"",""E_N005611_N005627"",""E_N005607_N005627""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N004473_N005627,9977,unintentional_missing,10,"[""E_N004473_N004488"",""E_N004473_N005611"",""E_N004488_N005627"",""E_N005611_N005627"",""E_N005607_N005627"",""E_N004473_N004493"",""E_N004473_N005613"",""E_N004487_N005627"",""E_N004488_N005611"",""E_N005607_N005611""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""intentional_missing"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,3,0,1,10,0
E_N004584_N004604,8170,unintentional_broken,1,"[""E_N004589_N004604""]","[""""]",[1.6122034611053262],0,0,0,0,0,1
E_N004584_N004604,8170,unintentional_broken,3,"[""E_N004589_N004604"",""E_N004584_N004589"",""E_N004584_N004600""]","["""",""present"",""present""]","[1.6122034611053262,1.6122034611053286,1.6122034611053286]",2,0,0,0,2,1
E_N004584_N004604,8170,unintentional_broken,5,"[""E_N004589_N004604"",""E_N004584_N004589"",""E_N004584_N004600"",""E_N004600_N004604"",""E_N003450_N004604""]","["""",""present"",""present"","""",""present""]","[1.6122034611053262,1.6122034611053286,1.6122034611053286,1.6122034611053286,2.2799999999999976]",3,0,0,0,3,2
E_N004584_N004604,8170,unintentional_broken,10,"[""E_N004589_N004604"",""E_N004584_N004589"",""E_N004584_N004600"",""E_N004600_N004604"",""E_N003450_N004604"",""E_N004598_N004604"",""E_N004589_N004600"",""E_N004584_N004590"",""E_N004584_N005738"",""E_N004603_N004604""]","["""",""present"",""present"","""",""present"",""present"",""present"","""",""present"",""present""]","[1.6122034611053262,1.6122034611053286,1.6122034611053286,1.6122034611053286,2.2799999999999976,2.2799999999999976,2.28,2.280000000000001,2.280000000000001,2.7924183067728197]",7,0,0,0,7,3
E_N005369_N005375,9735,unintentional_broken,1,"[""E_N005375_N005499""]","[""present""]",[1.6122034611053242],1,0,0,0,1,0
E_N005369_N005375,9735,unintentional_broken,3,"[""E_N005375_N005499"",""E_N005369_N005496"",""E_N005369_N005499""]","[""present"",""present"",""present""]","[1.6122034611053242,1.6122034611053266,1.6122034611053266]",3,0,0,0,3,0
E_N005369_N005375,9735,unintentional_broken,5,"[""E_N005375_N005499"",""E_N005369_N005496"",""E_N005369_N005499"",""E_N005373_N005375"",""E_N005375_N005496""]","[""present"",""present"",""present"",""present"",""present""]","[1.6122034611053242,1.6122034611053266,1.6122034611053266,1.6122034611053266,1.6122034611053266]",5,0,0,0,5,0
E_N005369_N005375,9735,unintentional_broken,10,"[""E_N005375_N005499"",""E_N005369_N005496"",""E_N005369_N005499"",""E_N005373_N005375"",""E_N005375_N005496"",""E_N005369_N005370"",""E_N005369_N005373"",""E_N005370_N005375"",""E_N004235_N005375"",""E_N005496_N005499""]","[""present"",""present"",""present"",""present"",""present"",""present"",""present"",""present"",""present"",""present""]","[1.6122034611053242,1.6122034611053266,1.6122034611053266,1.6122034611053266,1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976]",10,0,0,0,10,0
E_N005471_N005482,9712,unintentional_broken,1,"[""E_N005361_N005471""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N005471_N005482,9712,unintentional_broken,3,"[""E_N005361_N005471"",""E_N005471_N005487"",""E_N005341_N005471""]","[""present"",""present"",""present""]","[1.6122034611053266,1.6122034611053266,1.612203461105329]",3,0,0,0,3,0
E_N005471_N005482,9712,unintentional_broken,5,"[""E_N005361_N005471"",""E_N005471_N005487"",""E_N005341_N005471"",""E_N005341_N005482"",""E_N005361_N005482""]","[""present"",""present"",""present"",""present"",""present""]","[1.6122034611053266,1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329]",5,0,0,0,5,0
E_N005471_N005482,9712,unintentional_broken,10,"[""E_N005361_N005471"",""E_N005471_N005487"",""E_N005341_N005471"",""E_N005341_N005482"",""E_N005361_N005482"",""E_N005467_N005471"",""E_N005467_N005482"",""E_N005482_N005487"",""E_N004348_N005471"",""E_N005341_N005361""]","[""present"",""present"",""present"",""present"",""present"",""present"",""present"",""present"",""present"",""present""]","[1.6122034611053266,1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976]",10,0,0,0,10,0
E_N005548_N005557,9838,unintentional_missing,1,"[""E_N005554_N005557""]","[""""]",[1.6122034611053266],0,0,0,0,0,1
E_N005548_N005557,9838,unintentional_missing,3,"[""E_N005554_N005557"",""E_N005548_N005554"",""E_N005552_N005557""]","["""","""",""present""]","[1.6122034611053266,1.6122034611053286,1.6122034611053286]",1,0,0,0,1,2
E_N005548_N005557,9838,unintentional_missing,5,"[""E_N005554_N005557"",""E_N005548_N005554"",""E_N005552_N005557"",""E_N005548_N005552"",""E_N004414_N005557""]","["""","""",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.6122034611053286,1.6122034611053286,1.612203461105329,2.2799999999999976]",2,1,0,0,3,2
E_N005548_N005557,9838,unintentional_missing,10,"[""E_N005554_N005557"",""E_N005548_N005554"",""E_N005552_N005557"",""E_N005548_N005552"",""E_N004414_N005557"",""E_N005551_N005557"",""E_N005548_N006691"",""E_N005552_N005554"",""E_N004414_N005554"",""E_N004418_N005557""]","["""","""",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"","""","""",""present""]","[1.6122034611053266,1.6122034611053286,1.6122034611053286,1.612203461105329,2.2799999999999976,2.2800000000000002,2.280000000000001,2.280000000000001,2.7924183067728214,2.7924183067728214]",3,3,0,0,6,4
E_N005548_N006691,11853,unintentional_missing,1,"[""E_N005548_N006688""]","[""""]",[1.6122034611053286],0,0,0,0,0,1
E_N005548_N006691,11853,unintentional_missing,3,"[""E_N005548_N006688"",""E_N005552_N006691"",""E_N005548_N005552""]","["""",""present"",""present""]","[1.6122034611053286,1.6122034611053286,1.612203461105329]",2,0,0,0,2,1
E_N005548_N006691,11853,unintentional_missing,5,"[""E_N005548_N006688"",""E_N005552_N006691"",""E_N005548_N005552"",""E_N006688_N006691"",""E_N005551_N006691""]","["""",""present"",""present"","""",""unintentional_missing""]","[1.6122034611053286,1.6122034611053286,1.612203461105329,1.612203461105329,2.2800000000000002]",2,1,0,0,3,2
E_N005548_N006691,11853,unintentional_missing,10,"[""E_N005548_N006688"",""E_N005552_N006691"",""E_N005548_N005552"",""E_N006688_N006691"",""E_N005551_N006691"",""E_N005548_N005557"",""E_N005552_N006688"",""E_N006682_N006691"",""E_N005551_N005552"",""E_N006689_N006691""]","["""",""present"",""present"","""",""unintentional_missing"",""unintentional_missing"","""",""unintentional_missing"",""present"",""present""]","[1.6122034611053286,1.6122034611053286,1.612203461105329,1.612203461105329,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728237,2.7924183067728237]",4,3,0,0,7,3
E_N005551_N005557,9839,unintentional_missing,1,"[""E_N005555_N005557""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N005551_N005557,9839,unintentional_missing,3,"[""E_N005555_N005557"",""E_N005551_N005555"",""E_N005552_N005557""]","[""present"",""present"",""present""]","[1.6122034611053266,1.6122034611053286,1.6122034611053289]",3,0,0,0,3,0
E_N005551_N005557,9839,unintentional_missing,5,"[""E_N005555_N005557"",""E_N005551_N005555"",""E_N005552_N005557"",""E_N005551_N005552"",""E_N004417_N005557""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.6122034611053286,1.6122034611053289,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N005551_N005557,9839,unintentional_missing,10,"[""E_N005555_N005557"",""E_N005551_N005555"",""E_N005552_N005557"",""E_N005551_N005552"",""E_N004417_N005557"",""E_N005551_N005571"",""E_N005548_N005557"",""E_N005551_N006691"",""E_N005552_N005555"",""E_N004417_N005555""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053266,1.6122034611053286,1.6122034611053289,1.612203461105329,2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.792418306772821]",6,4,0,0,10,0
E_N005551_N005571,9866,unintentional_missing,1,"[""E_N005555_N005571""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N005551_N005571,9866,unintentional_missing,3,"[""E_N005555_N005571"",""E_N005551_N005555"",""E_N005551_N005566""]","[""present"",""present"",""present""]","[1.6122034611053266,1.6122034611053286,1.612203461105329]",3,0,0,0,3,0
E_N005551_N005571,9866,unintentional_missing,5,"[""E_N005555_N005571"",""E_N005551_N005555"",""E_N005551_N005566"",""E_N005566_N005571"",""E_N004417_N005571""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N005551_N005571,9866,unintentional_missing,10,"[""E_N005555_N005571"",""E_N005551_N005555"",""E_N005551_N005566"",""E_N005566_N005571"",""E_N004417_N005571"",""E_N005551_N005557"",""E_N005565_N005571"",""E_N005551_N006705"",""E_N005555_N005566"",""E_N004417_N005555""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053266,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.792418306772821]",6,4,0,0,10,0
E_N005551_N006691,11852,unintentional_missing,1,"[""E_N005551_N006689""]","[""present""]",[1.6122034611053286],1,0,0,0,1,0
E_N005551_N006691,11852,unintentional_missing,3,"[""E_N005551_N006689"",""E_N005552_N006691"",""E_N005551_N005552""]","[""present"",""present"",""present""]","[1.6122034611053286,1.6122034611053289,1.612203461105329]",3,0,0,0,3,0
E_N005551_N006691,11852,unintentional_missing,5,"[""E_N005551_N006689"",""E_N005552_N006691"",""E_N005551_N005552"",""E_N006689_N006691"",""E_N005551_N006705""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053286,1.6122034611053289,1.612203461105329,1.612203461105329,2.2799999999999994]",4,1,0,0,5,0
E_N005551_N006691,11852,unintentional_missing,10,"[""E_N005551_N006689"",""E_N005552_N006691"",""E_N005551_N005552"",""E_N006689_N006691"",""E_N005551_N006705"",""E_N005548_N006691"",""E_N005551_N005557"",""E_N005552_N006689"",""E_N006685_N006691"",""E_N005551_N005566""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053286,1.6122034611053289,1.612203461105329,1.612203461105329,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728228]",6,4,0,0,10,0
E_N005551_N006705,11881,unintentional_missing,1,"[""E_N005551_N006689""]","[""present""]",[1.6122034611053286],1,0,0,0,1,0
E_N005551_N006705,11881,unintentional_missing,3,"[""E_N005551_N006689"",""E_N005551_N005566"",""E_N005566_N006705""]","[""present"",""present"",""present""]","[1.6122034611053286,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N005551_N006705,11881,unintentional_missing,5,"[""E_N005551_N006689"",""E_N005551_N005566"",""E_N005566_N006705"",""E_N006689_N006705"",""E_N005551_N006691""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053286,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999994]",4,1,0,0,5,0
E_N005551_N006705,11881,unintentional_missing,10,"[""E_N005551_N006689"",""E_N005551_N005566"",""E_N005566_N006705"",""E_N006689_N006705"",""E_N005551_N006691"",""E_N005565_N006705"",""E_N005551_N005571"",""E_N005566_N006689"",""E_N006685_N006705"",""E_N005551_N005552""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053286,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728228]",6,4,0,0,10,0
E_N005565_N005571,9867,unintentional_missing,1,"[""E_N005569_N005571""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N005565_N005571,9867,unintentional_missing,3,"[""E_N005569_N005571"",""E_N005565_N005569"",""E_N005566_N005571""]","[""present"",""present"",""present""]","[1.6122034611053266,1.6122034611053286,1.6122034611053286]",3,0,0,0,3,0
E_N005565_N005571,9867,unintentional_missing,5,"[""E_N005569_N005571"",""E_N005565_N005569"",""E_N005566_N005571"",""E_N005565_N005566"",""E_N004431_N005571""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.6122034611053286,1.6122034611053286,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N005565_N005571,9867,unintentional_missing,10,"[""E_N005569_N005571"",""E_N005565_N005569"",""E_N005566_N005571"",""E_N005565_N005566"",""E_N004431_N005571"",""E_N005565_N005585"",""E_N005551_N005571"",""E_N005565_N006705"",""E_N005566_N005569"",""E_N005569_N005585""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053266,1.6122034611053286,1.6122034611053286,1.612203461105329,2.2799999999999976,2.2799999999999985,2.2800000000000002,2.280000000000001,2.280000000000001,2.7924183067728205]",6,4,0,0,10,0
E_N005565_N005585,9894,unintentional_missing,1,"[""E_N005569_N005585""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N005565_N005585,9894,unintentional_missing,3,"[""E_N005569_N005585"",""E_N005565_N005569"",""E_N005565_N005580""]","[""present"",""present"",""present""]","[1.6122034611053266,1.6122034611053278,1.612203461105329]",3,0,0,0,3,0
E_N005565_N005585,9894,unintentional_missing,5,"[""E_N005569_N005585"",""E_N005565_N005569"",""E_N005565_N005580"",""E_N005580_N005585"",""E_N004431_N005585""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.6122034611053278,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N005565_N005585,9894,unintentional_missing,10,"[""E_N005569_N005585"",""E_N005565_N005569"",""E_N005565_N005580"",""E_N005580_N005585"",""E_N004431_N005585"",""E_N005565_N005571"",""E_N005565_N006719"",""E_N005569_N005580"",""E_N005579_N005585"",""E_N004431_N005569""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053266,1.6122034611053278,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999985,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728205]",6,4,0,0,10,0
E_N005565_N006705,11880,unintentional_missing,1,"[""E_N005565_N006703""]","[""present""]",[1.6122034611053286],1,0,0,0,1,0
E_N005565_N006705,11880,unintentional_missing,3,"[""E_N005565_N006703"",""E_N005566_N006705"",""E_N005565_N005566""]","[""present"",""present"",""present""]","[1.6122034611053286,1.6122034611053286,1.612203461105329]",3,0,0,0,3,0
E_N005565_N006705,11880,unintentional_missing,5,"[""E_N005565_N006703"",""E_N005566_N006705"",""E_N005565_N005566"",""E_N006703_N006705"",""E_N005565_N006719""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053286,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999985]",4,1,0,0,5,0
E_N005565_N006705,11880,unintentional_missing,10,"[""E_N005565_N006703"",""E_N005566_N006705"",""E_N005565_N005566"",""E_N006703_N006705"",""E_N005565_N006719"",""E_N005551_N006705"",""E_N005565_N005571"",""E_N005566_N006703"",""E_N006699_N006705"",""E_N005565_N005580""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053286,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999985,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728223]",6,4,0,0,10,0
E_N005565_N006719,11909,unintentional_missing,1,"[""E_N005565_N006703""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N005565_N006719,11909,unintentional_missing,3,"[""E_N005565_N006703"",""E_N005565_N005580"",""E_N005580_N006719""]","[""present"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N005565_N006719,11909,unintentional_missing,5,"[""E_N005565_N006703"",""E_N005565_N005580"",""E_N005580_N006719"",""E_N006703_N006719"",""E_N005565_N006705""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999985]",4,1,0,0,5,0
E_N005565_N006719,11909,unintentional_missing,10,"[""E_N005565_N006703"",""E_N005565_N005580"",""E_N005580_N006719"",""E_N006703_N006719"",""E_N005565_N006705"",""E_N005565_N005585"",""E_N005579_N006719"",""E_N005580_N006703"",""E_N006699_N006719"",""E_N005565_N005566""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999985,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728223]",6,4,0,0,10,0
E_N005579_N005585,9895,unintentional_missing,1,"[""E_N005583_N005585""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N005579_N005585,9895,unintentional_missing,3,"[""E_N005583_N005585"",""E_N005579_N005580"",""E_N005579_N005583""]","[""present"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N005579_N005585,9895,unintentional_missing,5,"[""E_N005583_N005585"",""E_N005579_N005580"",""E_N005579_N005583"",""E_N005580_N005585"",""E_N004445_N005585""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N005579_N005585,9895,unintentional_missing,10,"[""E_N005583_N005585"",""E_N005579_N005580"",""E_N005579_N005583"",""E_N005580_N005585"",""E_N004445_N005585"",""E_N005565_N005585"",""E_N005579_N005599"",""E_N005579_N006719"",""E_N005580_N005583"",""E_N004445_N005583""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
E_N005579_N005599,9922,unintentional_missing,1,"[""E_N005583_N005599""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N005579_N005599,9922,unintentional_missing,3,"[""E_N005583_N005599"",""E_N005594_N005599"",""E_N005579_N005583""]","[""present"",""present"",""present""]","[1.6122034611053266,1.6122034611053278,1.612203461105329]",3,0,0,0,3,0
E_N005579_N005599,9922,unintentional_missing,5,"[""E_N005583_N005599"",""E_N005594_N005599"",""E_N005579_N005583"",""E_N005579_N005594"",""E_N004445_N005599""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.6122034611053278,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
